Topic,Count,Name,Representation,Representative_Docs
9,88,9_amyotrophic_lateral_sclerosis_als,"['amyotrophic', 'lateral', 'sclerosis', 'als', 'neuron', 'motor', 'alström', 'familial', 'sporadic', 'monomelic']","['Amyotrophic Lateral Sclerosis Targeting Metabolic Flexibility in Amyotrophic Lateral Sclerosis (ALS); Conditions: Amyotrophic Lateral Sclerosis, Motor Neuron Disease Amyotrophic Lateral Sclerosis clinical research Amyotrophic Lateral Sclerosis Research', 'Amyotrophic Lateral Sclerosis The National Amyotrophic Lateral Sclerosis Registry; Conditions: Amyotrophic Lateral Sclerosis Amyotrophic Lateral Sclerosis clinical research Amyotrophic Lateral Sclerosis Research', 'Amyotrophic Lateral Sclerosis Combination Therapy in Amyotrophic Lateral Sclerosis (ALS); Conditions: Amyotrophic Lateral Sclerosis Amyotrophic Lateral Sclerosis clinical research Amyotrophic Lateral Sclerosis Research']"
10,82,10_distress_respiratory_ards_ventilation,"['distress', 'respiratory', 'ards', 'ventilation', 'acute', 'mechanical', 'adult', 'injury', 'income', 'ventilator']","['Adult Acute Respiratory Distress Syndrome Pilot Study of Positive-End Expiratory Pressure in Acute Respiratory Distress Syndrome; Conditions: Respiratory Distress Syndrome, Adult Adult Acute Respiratory Distress Syndrome clinical research Adult Acute Respiratory Distress Syndrome Research', 'Adult Acute Respiratory Distress Syndrome Pilot Study of Positive-End Expiratory Pressure in Acute Respiratory Distress Syndrome; Conditions: Respiratory Distress Syndrome, Adult Adult Acute Respiratory Distress Syndrome clinical research Adult Acute Respiratory Distress Syndrome Research', 'Adult Acute Respiratory Distress Syndrome Mesenchymal Stromal Cells For Acute Respiratory Distress Syndrome; Conditions: Respiratory Distress Syndrome, Adult Adult Acute Respiratory Distress Syndrome clinical research Adult Acute Respiratory Distress Syndrome Research']"
11,81,11_charcot_marie_tooth_1a,"['charcot', 'marie', 'tooth', '1a', '1f', 'cmt', 'cmt1a', 'type', '1c', 'cluneal']","['Charcot-Marie-Tooth Disease Hearing and Balance Disorders in Peripheral Neuropathy; Conditions: Charcot-Marie-Tooth Disease Charcot-Marie-Tooth Disease clinical research Charcot-Marie-Tooth Disease Research', 'Charcot-Marie-Tooth Disease The Impact of Charcot-Marie-Tooth Disease in the Real World; Conditions: Charcot-Marie-Tooth Disease Charcot-Marie-Tooth Disease clinical research Charcot-Marie-Tooth Disease Research', 'Autosomal Dominant Charcot-Marie-Tooth Disease Type 2M Natural History Study for Charcot Marie Tooth Disease; Conditions: Charcot-Marie-Tooth Disease, Charcot-Marie-Tooth, Charcot-Marie-Tooth Disease, Type IA, Charcot-Marie-Tooth Disease Type 2A, Charcot-Marie-Tooth Disease Type 2, Charcot-Marie-Tooth Disease, Type 2C, Charcot-Marie-Tooth Disease Type 2A2B, Charcot-Marie-Tooth Disease Type 2B2, Charcot-Marie-Tooth Disease Type 2A1, Charcot-Marie-Tooth Disease Type 4B1, Charcot-Marie-Tooth Disease, Type IB, Charcot-Marie-Tooth Disease Type 2B1, Charcot-Marie-Tooth Disease Type 2U (Diagnosis), Charcot-Marie-Tooth Disease Type 4A, Charcot-Marie-Tooth Disease, Type 4A, Axonal Form, Charcot-Marie-Tooth Disease Type 2A2A, Charcot-Marie-Tooth Disease Type 2S (Disorder), Charcot-Marie-Tooth Disease and Deafness, Charcot-Marie-Tooth Disease Type 4B2, Charcot-Marie-Tooth Disease Type 4H, Charcot-Marie-Tooth Disease Type 1F, Charcot-Marie-Tooth Disease Type 4C, Charcot-Marie-Tooth Disease Type 4E, Charcot-Marie-Tooth Disease Type 1D, Charcot-Marie-Tooth Disease Type 2Q (Diagnosis), Charcot-Marie-Tooth Disease Type 2A2, Charcot-Marie-Tooth Disease Type 2N (Diagnosis), Charcot-Marie-Tooth Disease Type 2B5, Charcot-Marie-Tooth Disease Type 2D, Charcot-Marie-Tooth Disease Type 4D, Charcot-Marie-Tooth Disease Type 2K, Charcot-Marie-Tooth Disease Type 2L (Diagnosis), Charcot-Marie-Tooth Disease Type 2T, Charcot-Marie-Tooth Disease Type 2I, Charcot-Marie-Tooth Disease Type 2J, Charcot-Marie-Tooth Disease Type 2E, Charcot-Marie-Tooth Disease Type 2G, Charcot-Marie-Tooth Disease Type 1C, Charcot-Marie-Tooth Disease Type 2R, Charcot-Marie-Tooth Disease Type 2O (Diagnosis), Charcot-Marie-Tooth Disease Type 2M, Charcot-Marie-Tooth Disease Type 2P, Charcot-Marie-Tooth Disease Type 2Y, Charcot-Marie-Tooth Disease Type 4F (Diagnosis), Charcot-Marie-Tooth Disease Type 4B3, Charcot-Marie-Tooth Disease Type 2H, HNPP, X-Linked Charcot-Marie-Tooth Disease Autosomal Dominant Charcot-Marie-Tooth Disease Type 2M clinical research Autosomal Dominant Charcot-Marie-Tooth Disease Type 2M Research']"
12,80,12_coa_dehydrogenase_pyruvate_carnitine,"['coa', 'dehydrogenase', 'pyruvate', 'carnitine', 'acyl', 'acidemia', 'deficiency', 'methylmalonic', 'chain', 'medium']","['2-Methylbutyryl-Coa Dehydrogenase Deficiency Selective Screening of Children for Hereditary Metabolic Diseases by Tandem Mass Spectrometry in Kazakhstan; Conditions: Propionic/Methylmalonic Acidemias, Maple Syrup Urine Disease, Citrullinemia, Argininosuccinic Aciduria, Ornithine Transcarbamylase Deficiency, Carbamoyl Phosphate Synthetase I Deficiency, N-acetylglutamate Synthase Deficiency, Nonketotic Hyperglycinemia, Tyrosinemia, Homocystinuria, Arginase Deficiency, Isovaleric Acidemia, Short/Branched Chain Acyl-CoA Dehydrogenase Deficiency, Isobutyryl-CoA Dehydrogenase Deficiency, Glutaric Acidemia Type I, 3-methylcrotonyl-CoA Carboxylase Deficiency, Biotinidase Deficiency, Malonyl-CoA Decarboxylase Deficiency, Beta-ketothiolase Deficiency, 3-hydroxy-3-methylglutaryl-CoA Lyase Deficiency, 3-methylglutaconyl-CoA Hydratase Deficiency, Medium-chain Acyl-CoA Dehydrogenase Deficiency, Very Long-chain Acyl-CoA Dehydrogenase Deficiency, Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency, Glutaric Acidemia Type II, Primary Carnitine Deficiency, Carnitine Palmitoyltransferase I Deficiency, Carnitine Palmitoyltransferase II Deficiency, Carnitine-acylcarnitine Translocase Deficiency 2-Methylbutyryl-Coa Dehydrogenase Deficiency clinical research 2-Methylbutyryl-Coa Dehydrogenase Deficiency Research', '2-Methylbutyryl-Coa Dehydrogenase Deficiency Selective Screening of Children for Hereditary Metabolic Diseases by Tandem Mass Spectrometry in Kazakhstan; Conditions: Propionic/Methylmalonic Acidemias, Maple Syrup Urine Disease, Citrullinemia, Argininosuccinic Aciduria, Ornithine Transcarbamylase Deficiency, Carbamoyl Phosphate Synthetase I Deficiency, N-acetylglutamate Synthase Deficiency, Nonketotic Hyperglycinemia, Tyrosinemia, Homocystinuria, Arginase Deficiency, Isovaleric Acidemia, Short/Branched Chain Acyl-CoA Dehydrogenase Deficiency, Isobutyryl-CoA Dehydrogenase Deficiency, Glutaric Acidemia Type I, 3-methylcrotonyl-CoA Carboxylase Deficiency, Biotinidase Deficiency, Malonyl-CoA Decarboxylase Deficiency, Beta-ketothiolase Deficiency, 3-hydroxy-3-methylglutaryl-CoA Lyase Deficiency, 3-methylglutaconyl-CoA Hydratase Deficiency, Medium-chain Acyl-CoA Dehydrogenase Deficiency, Very Long-chain Acyl-CoA Dehydrogenase Deficiency, Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency, Glutaric Acidemia Type II, Primary Carnitine Deficiency, Carnitine Palmitoyltransferase I Deficiency, Carnitine Palmitoyltransferase II Deficiency, Carnitine-acylcarnitine Translocase Deficiency 2-Methylbutyryl-Coa Dehydrogenase Deficiency clinical research 2-Methylbutyryl-Coa Dehydrogenase Deficiency Research', '2-Methylbutyryl-Coa Dehydrogenase Deficiency Selective Screening of Children for Hereditary Metabolic Diseases by Tandem Mass Spectrometry in Kazakhstan; Conditions: Propionic/Methylmalonic Acidemias, Maple Syrup Urine Disease, Citrullinemia, Argininosuccinic Aciduria, Ornithine Transcarbamylase Deficiency, Carbamoyl Phosphate Synthetase I Deficiency, N-acetylglutamate Synthase Deficiency, Nonketotic Hyperglycinemia, Tyrosinemia, Homocystinuria, Arginase Deficiency, Isovaleric Acidemia, Short/Branched Chain Acyl-CoA Dehydrogenase Deficiency, Isobutyryl-CoA Dehydrogenase Deficiency, Glutaric Acidemia Type I, 3-methylcrotonyl-CoA Carboxylase Deficiency, Biotinidase Deficiency, Malonyl-CoA Decarboxylase Deficiency, Beta-ketothiolase Deficiency, 3-hydroxy-3-methylglutaryl-CoA Lyase Deficiency, 3-methylglutaconyl-CoA Hydratase Deficiency, Medium-chain Acyl-CoA Dehydrogenase Deficiency, Very Long-chain Acyl-CoA Dehydrogenase Deficiency, Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency, Glutaric Acidemia Type II, Primary Carnitine Deficiency, Carnitine Palmitoyltransferase I Deficiency, Carnitine Palmitoyltransferase II Deficiency, Carnitine-acylcarnitine Translocase Deficiency 2-Methylbutyryl-Coa Dehydrogenase Deficiency clinical research 2-Methylbutyryl-Coa Dehydrogenase Deficiency Research']"
13,79,13_aplastic_anemia_acquired_red,"['aplastic', 'anemia', 'acquired', 'red', 'marrow', 'aplasia', 'pure', 'anaemia', 'atg', 'severe']","['Acquired Aplastic Anemia Moderate-dose Cyclophosphamide for Childhood Acquired Aplastic Anemia; Conditions: Aplastic Anemia Acquired Aplastic Anemia clinical research Acquired Aplastic Anemia Research', 'Acquired Aplastic Anemia Mesenchymal Stem Cells in the Treatment of Relapsed/Refractory Severe Acquired Aplastic Anemia; Conditions: Aplastic Anemia Acquired Aplastic Anemia clinical research Acquired Aplastic Anemia Research', 'Acquired Aplastic Anemia Mesenchymal Stem Cells in the Treatment of Relapsed/Refractory Severe Acquired Aplastic Anemia; Conditions: Aplastic Anemia Acquired Aplastic Anemia clinical research Acquired Aplastic Anemia Research']"
14,79,14_tuberculous_tuberculosis_meningitis_tb,"['tuberculous', 'tuberculosis', 'meningitis', 'tb', 'linezolid', 'multidrug', 'rifampicin', 'tbm', 'actinomycosis', 'rifapentine']","['Meningitis, Tuberculous A Pilot Study of Adjunctive Aspirin for the Treatment of HIV Negative Adults With Tuberculous Meningitis; Conditions: Tuberculous Meningitis Meningitis, Tuberculous clinical research Meningitis, Tuberculous Research', 'Meningitis, Tuberculous A Pilot Study of Adjunctive Aspirin for the Treatment of HIV Negative Adults With Tuberculous Meningitis; Conditions: Tuberculous Meningitis Meningitis, Tuberculous clinical research Meningitis, Tuberculous Research', 'Meningitis, Tuberculous Intensified Tuberculosis Treatment to Reduce the Mortality of Patients With Tuberculous Meningitis; Conditions: Tuberculous Meningitis Meningitis, Tuberculous clinical research Meningitis, Tuberculous Research']"
15,78,15_esophagitis_eosinophilic_gastritis_eoe,"['esophagitis', 'eosinophilic', 'gastritis', 'eoe', 'fasciitis', 'colitis', 'gastroenteritis', 'erosive', 'reflux', 'food']","['Eosinophilic Esophagitis Food Antigen in Eosinophilic Esophagitis; Conditions: Eosinophilic Esophagitis Eosinophilic Esophagitis clinical research Eosinophilic Esophagitis Research', 'Eosinophilic Esophagitis Outcome of Children With Eosinophilic Esophagitis; Conditions: Esophagitis, Eosinophilic Eosinophilic Esophagitis clinical research Eosinophilic Esophagitis Research', 'Eosinophilic Esophagitis Outcome of Children With Eosinophilic Esophagitis; Conditions: Esophagitis, Eosinophilic Eosinophilic Esophagitis clinical research Eosinophilic Esophagitis Research']"
16,77,16_hyperstimulation_ovarian_ohss_premature,"['hyperstimulation', 'ovarian', 'ohss', 'premature', 'progestogen', 'infertility', 'gnrh', 'ivf', 'ovulation', 'contraception']","['Ovarian Hyperstimulation Syndrome Ovarian Hyperstimulation Syndrome (OHSS) Prevention With Agonist; Conditions: Ovarian Hyperstimulation Syndrome Ovarian Hyperstimulation Syndrome clinical research Ovarian Hyperstimulation Syndrome Research', 'Ovarian Hyperstimulation Syndrome Calcium for Prevention of Ovarian Hyperstimulation Syndrome; Conditions: Ovarian Hyperstimulation Syndrome Ovarian Hyperstimulation Syndrome clinical research Ovarian Hyperstimulation Syndrome Research', 'Ovarian Hyperstimulation Syndrome Ovarian Hyperstimulation Syndrome and Cabergoline; Conditions: Polycystic Ovarian Syndrome, Ovarian Hyperstimulation Syndrome Ovarian Hyperstimulation Syndrome clinical research Ovarian Hyperstimulation Syndrome Research']"
17,76,17_gallbladder_extrahepatic_tract_biliary,"['gallbladder', 'extrahepatic', 'tract', 'biliary', 'bile', 'duct', 'adenocarcinoma', 'unresectable', 'cholangiocarcinoma', 'intrahepatic']","['Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract Liposomal Doxorubicin in Treating Patients With Liver or Bile Duct Cancer; Conditions: Extrahepatic Bile Duct Cancer, Gallbladder Cancer, Liver Cancer Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract clinical research Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract Research', 'Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract Biological Therapy in Treating Patients With Metastatic Cancer; Conditions: Breast Cancer, Colorectal Cancer, Extrahepatic Bile Duct Cancer, Gallbladder Cancer, Gastric Cancer, Head and Neck Cancer, Liver Cancer, Lung Cancer, Metastatic Cancer, Ovarian Cancer, Pancreatic Cancer, Testicular Germ Cell Tumor Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract clinical research Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract Research', 'Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract Gene Therapy in Treating Patients With Cancer; Conditions: Cancer Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract clinical research Adenocarcinoma Of Gallbladder And Extrahepatic Biliary Tract Research']"
18,75,18_thymic_thymoma_epithelial_thymus,"['thymic', 'thymoma', 'epithelial', 'thymus', 'thymectomy', 'gravis', 'myasthenia', '848125ac', 'pha', 'neoplasm']","['Thymic Carcinoma Hypofractionated Radiotherapy for Thymic Epithelial Tumors; Conditions: Thymoma and Thymic Carcinoma, Thymoma, Thymic Cancer, Thymic Epithelial Tumor Thymic Carcinoma clinical research Thymic Carcinoma Research', 'Thymic Carcinoma Saracatinib in Treating Patients With Relapsed or Refractory Thymoma or Thymic Cancer; Conditions: Invasive Thymoma and Thymic Carcinoma, Recurrent Thymoma and Thymic Carcinoma, Stage III Thymoma, Stage IVA Thymoma, Stage IVB Thymoma Thymic Carcinoma clinical research Thymic Carcinoma Research', 'Thymic Carcinoma Chemotherapy Combined With Pembrolizumab in Treating Patients With Thymoma and Thymic Carcinoma; Conditions: Thymoma and Thymic Carcinoma Thymic Carcinoma clinical research Thymic Carcinoma Research']"
19,75,19_arthritis_reactive_infectious_spondyloarthritis,"['arthritis', 'reactive', 'infectious', 'spondyloarthritis', 'rheumatoid', 'knee', 'arthroplasty', 'axial', 'joint', 'septic']","['Reactive Arthritis Periodontal Therapy in Patients With Rheumatoid Arthritis; Conditions: Arthritis, Rheumatoid, Periodontitis Reactive Arthritis clinical research Reactive Arthritis Research', 'Reactive Arthritis Monitoring of Inflammatory Conditions; Conditions: Inflammatory Disease, Crohn Disease, Ulcerative Colitis, Rheumatoid Arthritis, System; Lupus Erythematosus, Psoriatic Arthritis, Reactive Arthritis, Inflammatory Arthritis, Psoriasis Reactive Arthritis clinical research Reactive Arthritis Research', 'Reactive Arthritis Pain in Inflammatory Joint Diseases; Conditions: Arthritis, Arthritis, Juvenile Idiopathic, Arthritis,Rheumatoid, Arthritis, Reactive, Arthritis, Psoriatic, Spondyloarthritis (SpA) Reactive Arthritis clinical research Reactive Arthritis Research']"
20,73,20_regional_complex_pain_crps,"['regional', 'complex', 'pain', 'crps', 'radius', 'sympathetic', 'type', 'fracture', 'syndromes', 'graded']","['Complex Regional Pain Syndrome Type 1 Pain in Complex Regional Pain Syndrome; Conditions: Complex Regional Pain Syndrome Type I Complex Regional Pain Syndrome Type 1 clinical research Complex Regional Pain Syndrome Type 1 Research', 'Complex Regional Pain Syndrome Type 1 Pain in Complex Regional Pain Syndrome; Conditions: Complex Regional Pain Syndrome Type I Complex Regional Pain Syndrome Type 1 clinical research Complex Regional Pain Syndrome Type 1 Research', 'Complex Regional Pain Syndrome Type 1 Pain in Complex Regional Pain Syndrome; Conditions: Complex Regional Pain Syndrome Type I Complex Regional Pain Syndrome Type 1 clinical research Complex Regional Pain Syndrome Type 1 Research']"
21,72,21_thrombocythemia_polycythemia_myelofibrosis_essential,"['thrombocythemia', 'polycythemia', 'myelofibrosis', 'essential', 'vera', 'myeloproliferative', 'thrombocytosis', 'pv', 'mf', 'erythrocytosis']","['Essential Thrombocythemia A Phase 1/2 Study of Oral SB1518 in Subjects With Chronic Idiopathic Myelofibrosis; Conditions: Myelofibrosis, Myeloproliferative Disorders, Polycythemia Vera, Essential Thrombocythemia Essential Thrombocythemia clinical research Essential Thrombocythemia Research', 'Essential Thrombocythemia A Study of LNK01002 in Patients With Primary or Secondary Myelofibrosis,Polycythemia Vera or Acute Myeloid Leukemia; Conditions: Acute Myeloid Leukemia, Primary Myelofibrosis, Post-polycythemia Vera Myelofibrosis, Post-essential Thrombocythemia Myelofibrosis, Polycythemia Vera Essential Thrombocythemia clinical research Essential Thrombocythemia Research', 'Essential Thrombocythemia A Phase 3 Study of Pacritinib in Patients With Primary Myelofibrosis, Post Polycythemia Vera Myelofibrosis, or Post-Essential Thrombocythemia Myelofibrosis; Conditions: Primary Myelofibrosis, Post-polycythemia Vera Myelofibrosis, Post-essential Thrombocythemia Myelofibrosis Essential Thrombocythemia clinical research Essential Thrombocythemia Research']"
22,70,22_lung_small_pancoast_nsclc,"['lung', 'small', 'pancoast', 'nsclc', 'egfr', 'non', 'eaton', 'lambert', 'adenocarcinoma', 'sclc']","['Small Cell Lung Cancer Tumor Mutational Burden in Lung Cancer Patients; Conditions: Non Small Cell Lung Cancer, Non-Small Cell Carcinoma of Lung, Non Small Cell Lung Cancer Stage III, Non-small Cell Lung Cancer Stage IV Small Cell Lung Cancer clinical research Small Cell Lung Cancer Research', 'Small Cell Lung Cancer Tumor Mutational Burden in Lung Cancer Patients; Conditions: Non Small Cell Lung Cancer, Non-Small Cell Carcinoma of Lung, Non Small Cell Lung Cancer Stage III, Non-small Cell Lung Cancer Stage IV Small Cell Lung Cancer clinical research Small Cell Lung Cancer Research', 'Small Cell Lung Cancer Tumor Mutational Burden in Lung Cancer Patients; Conditions: Non Small Cell Lung Cancer, Non-Small Cell Carcinoma of Lung, Non Small Cell Lung Cancer Stage III, Non-small Cell Lung Cancer Stage IV Small Cell Lung Cancer clinical research Small Cell Lung Cancer Research']"
23,69,23_uveitis_panuveitis_infectious_anterior,"['uveitis', 'panuveitis', 'infectious', 'anterior', 'harada', 'posterior', 'koyanagi', 'vogt', 'intermediate', 'planitis']","['Infectious Anterior Uveitis A Study of Brepocitinib in Adults With Active Non-Infectious Non-Anterior Uveitis; Conditions: Non-infectious Intermediate Uveitis, Non-infectious Posterior Uveitis, Non-infectious Pan Uveitis Infectious Anterior Uveitis clinical research Infectious Anterior Uveitis Research', 'Infectious Anterior Uveitis Suprachoroidal Injection of CLS-TA in Subjects With Macular Edema Associated With Non-infectious Uveitis; Conditions: Uveitis, Uveitis, Posterior, Uveitis, Anterior, Uveitis, Intermediate, Panuveitis Infectious Anterior Uveitis clinical research Infectious Anterior Uveitis Research', 'Infectious Anterior Uveitis Ixekizumab for the Management of Refractory Non-Infectious Uveitis: A Proof-of-Concept Study; Conditions: Uveitis, Posterior, Uveitis, Anterior, Uveitis, Intermediate, Panuveitis Infectious Anterior Uveitis clinical research Infectious Anterior Uveitis Research']"
24,69,24_epidermolysis_bullosa_dystrophic_dystrophica,"['epidermolysis', 'bullosa', 'dystrophic', 'dystrophica', 'junctional', 'simplex', 'rdeb', 'recessive', 'eb', 'gentamicin']","['Epidermolysis Bullosa Dystrophica A Long-term Treatment With B-VEC for Dystrophic Epidermolysis Bullosa; Conditions: Dystrophic Epidermolysis Bullosa, DEB - Dystrophic Epidermolysis Bullosa, Recessive Dystrophic Epidermolysis Bullosa, Dominant Dystrophic Epidermolysis Bullosa Epidermolysis Bullosa Dystrophica clinical research Epidermolysis Bullosa Dystrophica Research', 'Epidermolysis Bullosa Phase I Study of Isotretinoin in Patients With Recessive Dystrophic Epidermolysis Bullosa; Conditions: Epidermolysis Bullosa Epidermolysis Bullosa clinical research Epidermolysis Bullosa Research', 'Epidermolysis Bullosa Characteristics of Adult Patients With Recessive Dystrophic Epidermolysis Bullosa; Conditions: Epidermolysis Bullosa Dystrophica Epidermolysis Bullosa clinical research Epidermolysis Bullosa Research']"
25,68,25_oligoastrocytoma_anaplastic_astrocytoma_oligodendroglioma,"['oligoastrocytoma', 'anaplastic', 'astrocytoma', 'oligodendroglioma', 'glioblastoma', 'glioma', 'gliomas', 'gliosarcoma', 'temozolomide', 'brain']","['Anaplastic Oligoastrocytoma Temozolomide in Patients With Newly Diagnosed Anaplastic Oligodendroglioma and Mixed Oligoastrocytoma; Conditions: Oligoastrocytoma, Mixed, Anaplastic Oligodendroglioma Anaplastic Oligoastrocytoma clinical research Anaplastic Oligoastrocytoma Research', 'Anaplastic Oligoastrocytoma A Phase III Trial on Adjuvant Temozolomide With or Without Interferon-alpha in Newly Diagnosed High-grade Gliomas; Conditions: Anaplastic Oligoastrocytoma, Anaplastic Astrocytoma, Glioblastoma Anaplastic Oligoastrocytoma clinical research Anaplastic Oligoastrocytoma Research', 'Anaplastic Oligoastrocytoma A Phase III Trial on Adjuvant Temozolomide With or Without Interferon-alpha in Newly Diagnosed High-grade Gliomas; Conditions: Anaplastic Oligoastrocytoma, Anaplastic Astrocytoma, Glioblastoma Anaplastic Oligoastrocytoma clinical research Anaplastic Oligoastrocytoma Research']"
26,68,26_preeclampsia_eclampsia_pregnancy_habitual,"['preeclampsia', 'eclampsia', 'pregnancy', 'habitual', 'aspirin', 'hypertensive', 'abortion', 'postpartum', 'pre', 'stargardt']","['Preeclampsia/Eclampsia 1 The Effect of neutrophil-to Lymphocyte Ratio in Preeclampsia- Eclampsia; Conditions: Preeclampsia, Eclampsia Preeclampsia/Eclampsia 1 clinical research Preeclampsia/Eclampsia 1 Research', 'Preeclampsia/Eclampsia 1 Exercise and Pregnancy: Randomized Clinical Trial; Conditions: Preeclampsia, Gestational Diabetes Preeclampsia/Eclampsia 1 clinical research Preeclampsia/Eclampsia 1 Research', 'Preeclampsia/Eclampsia 1 B Vitamin Deficiency and Pregnancy Complications; Conditions: Gestational Hypertension, Preeclampsia Preeclampsia/Eclampsia 1 clinical research Preeclampsia/Eclampsia 1 Research']"
27,66,27_willebrand_von_glanzmann_thrombasthenia,"['willebrand', 'von', 'glanzmann', 'thrombasthenia', 'hereditary', 'vwd', 'form', 'netherlands', 'bleeding', 'hemophilia']","['Hereditary Von Willebrand Disease National Study of Moderate and Severe Von Willebrand Disease in the Netherlands; Conditions: Von Willebrand Disease Hereditary Von Willebrand Disease clinical research Hereditary Von Willebrand Disease Research', 'Hereditary Von Willebrand Disease National Study of Moderate and Severe Von Willebrand Disease in the Netherlands; Conditions: Von Willebrand Disease Hereditary Von Willebrand Disease clinical research Hereditary Von Willebrand Disease Research', 'Acquired Von Willebrand Syndrome Acquired Von Willebrand Syndrome in Severe Aortic Stenosis; Conditions: Bleeding, Von Willebrand Disease, Aortic Stenosis Acquired Von Willebrand Syndrome clinical research Acquired Von Willebrand Syndrome Research']"
28,66,28_fanconi_complementation_group_d1,"['fanconi', 'complementation', 'group', 'd1', 'mutation', 'gene', 'brca1', 'brca2', 'anemia', 'brca']","['Fanconi Anemia Complementation Group D1 Niraparib + Dostarlimab In BRCA Mutated Breast Cancer; Conditions: Stage I Breast Cancer, Stage II Breast Cancer, Stage III Breast Cancer, Breast Cancer, HER2-negative Breast Cancer, Germline BRCA1 Gene Mutation, Germline BRCA2 Gene Mutation, Deleterious PALB2 Gene Mutation Fanconi Anemia Complementation Group D1 clinical research Fanconi Anemia Complementation Group D1 Research', 'Fanconi Anemia Complementation Group D1 Molecular Profiling in Prostate Cancer; Conditions: Prostate Cancer Metastatic, Prostate Cancer Recurrent, Germline BRCA1 Gene Mutation, Germline BRCA2 Gene Mutation, Mutation Fanconi Anemia Complementation Group D1 clinical research Fanconi Anemia Complementation Group D1 Research', 'Fanconi Anemia Complementation Group D1 Cancer Prevention in Women With a BRCA Mutation; Conditions: BRCA1 Gene Mutation, BRCA2 Gene Mutation, Breast Cancer, Ovarian Cancer Fanconi Anemia Complementation Group D1 clinical research Fanconi Anemia Complementation Group D1 Research']"
